	plateID	well	CONCuM	Summary
0	plate_1	A01	L-glutamate: 0 mM & formic acid: 0 mM	Baseline growth without any supplementation or treatment.
1	plate_1	A02	L-glutamate: 0 mM & formic acid: 20 mM	Growth with moderate formic acid treatment, no glutamate supplementation.
2	plate_1	A03	L-glutamate: 0 mM & formic acid: 30 mM	Growth with high formic acid treatment, no glutamate supplementation.
3	plate_1	A04	L-glutamate: 5 mM & formic acid: 20 mM	Growth with moderate L-glutamate supplementation and moderate formic acid treatment.
4	plate_1	A05	L-glutamate: 5 mM & formic acid: 30 mM	Growth with moderate L-glutamate supplementation and high formic acid treatment.
5	plate_1	A06	Media control	
6	plate_1	A07	L-glutamate: 10 mM & formic acid: 30 mM	Growth with high L-glutamate supplementation and high formic acid treatment.
7	plate_1	A08	Media control	
8	plate_1	A09	L-glutamate: 10 mM & formic acid: 0 mM	Growth with high L-glutamate supplementation, no formic acid.
9	plate_1	A10	L-glutamate: 10 mM & formic acid: 20 mM	Growth with high L-glutamate supplementation and moderate formic acid treatment.
10	plate_1	A11	L-glutamate: 0 mM & formic acid: 10 mM	Growth with low formic acid treatment, no glutamate supplementation.
11	plate_1	A12	L-glutamate: 5 mM & formic acid: 0 mM	Growth with moderate L-glutamate supplementation, no formic acid.
12	plate_1	B01	L-glutamate: 0 mM & formic acid: 20 mM	Growth with moderate formic acid treatment, no glutamate supplementation.
13	plate_1	B02	L-glutamate: 5 mM & formic acid: 20 mM	Growth with moderate L-glutamate supplementation and moderate formic acid treatment.
14	plate_1	B03	Media control	
15	plate_1	B04	L-glutamate: 5 mM & formic acid: 30 mM	Growth with moderate L-glutamate supplementation and high formic acid treatment.
16	plate_1	B05	L-glutamate: 10 mM & formic acid: 30 mM	Growth with high L-glutamate supplementation and high formic acid treatment.
17	plate_1	B06	L-glutamate: 0 mM & formic acid: 30 mM	Growth with high formic acid treatment, no glutamate supplementation.
18	plate_1	B07	L-glutamate: 10 mM & formic acid: 0 mM	Growth with high L-glutamate supplementation, no formic acid.
19	plate_1	B08	L-glutamate: 0 mM & formic acid: 10 mM	Growth with low formic acid treatment, no glutamate supplementation.
20	plate_1	B09	L-glutamate: 10 mM & formic acid: 20 mM	Growth with high L-glutamate supplementation and moderate formic acid treatment.
