2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-phosphosulfate [[M+Na]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Levocarnitine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Quinolinic Acid [[M-H2O+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y
5760.510675129833	6208.234275822273	443.2313906520485	83.85458742065782	2090.3750721292554	1464.460473167917	2359.9076745527987	4502.691863819965	208.13906520484707	32942.87362954414	5100.155799192152	476.1742642815926	2737.2533179457587	443.2313906520485	203.6468551644547	5303.802654356607	64.38834391229082	10.481823427582228	19.466243508366997	1855.2827466820545	865.4991344489324	18925.68090017311	1078.130409694172	190.17022504327755	137.7611079053664	80123.05828043855	2401.8349682631274	449.2210040392383	5.989613387189844	181.1858049624928	3.7435083669936526	2334.451817657242	35.93768032313906	2087.3802654356605	1579.7605308713214	2595.0	104.81823427582228	6034.535487593768	134.7663012117715	125.78188113098672	52.40911713791114	137.7611079053664	64.38834391229082	348.89497980380844	546.5522215810732	Low glutamate supplementation with formic acid treatment.	D2	11	Low glutamate supplementation with formic acid treatment.	Yes	PosLow	0.193507443239952	8378.389200036527	0.4387723741164469	Low glutamate supplementation with formic acid treatment.
3720.581314878893	3324.539792387543	1817.6885813148788	4.73356401384083	339.2387543252595	39.44636678200692	183.0311418685121	5277.923875432526	59.95847750865052	18358.33910034602	3641.688581314879	648.4982698961937	4302.809688581315	45.75778546712802	105.71626297577856	1462.6712802768166	123.0726643598616	60.12850959010209	67.8477508650519	672.1660899653979	5719.723183391004	15399.8615916955	3.944636678200692	118.33910034602076	25.24567474048443	19366.588235294115	934.0899653979238	3.944636678200692	52.069204152249135	213.01038062283737	143.58477508650518	3381.342560553633	7.889273356401384	864.6643598615916	370.79584775086505	2302.089965397924	730.5467128027682	8190.643598615917	135.6955017301038	110.44982698961935	123.0726643598616	25.24567474048443	123.0726643598616	3677.979238754325	1544.719723183391	Low glutamate supplementation with formic acid treatment.	F8	61	Low glutamate supplementation with formic acid treatment.	Yes	PosLow	0.1158631824685301	19191.301077186108	0.6698886344402293	Low glutamate supplementation with formic acid treatment.
8219.905063291139	4968.227848101266	631.993670886076	5.981012658227848	1796.2974683544303	897.1518987341773	801.4556962025316	3486.930379746836	283.1012658227848	20903.63924050633	7272.911392405063	213.3227848101266	3606.550632911392	63.79746835443038	47.848101265822784	649.9367088607595	1361.8516230288296	13.955696202531646	42.52638996087544	1351.7088607594935	273.13291139240505	21864.58860759494	65.79113924050633	468.5126582278481	105.66455696202532	12915.0	496.4240506329114	73.76582278481013	7.974683544303797	91.70886075949367	362.8481012658228	2723.354430379746	75.75949367088607	2761.23417721519	69.77848101265823	2053.481012658228	657.9113924050633	1503.227848101266	143.54430379746836	49.84177215189874	1322.077190101678	127.59493670886076	1380.959001216784	420.6645569620253	315.0	Low glutamate supplementation with formic acid treatment.	H5	39	Low glutamate supplementation with formic acid treatment.	Yes	PosLow	0.1809581304305962	8426.849468212571	0.4195989209259571	Low glutamate supplementation with formic acid treatment.
2242.074454428755	4030.867779204108	702.0000000000001	562.3209242618742	545.198973042362	199.15532734274717	1588.7368421052631	6565.817715019256	153.32794625672827	21855.720154043647	1900.5365853658536	1097.607188703466	7457.961489088576	786.7086007702183	291.9743260590501	2396.1720154043646	167.61489088575098	49.563543003851095	2.252888318356868	2547.5661103979464	785.8074454428755	24921.450577663672	179.69720711034782	91.9178433889602	228.89345314505775	270543.9512195122	3707.353016688062	2.252888318356868	540.6931964056483	123.45827984595635	2.252888318356868	1860.885750962773	2.252888318356868	2401.5789473684213	6401.807445442876	3433.4017971758667	15.319640564826702	2147.4531450577665	54.97047496790758	130.66752246469835	167.61489088575098	257.7304236200257	167.61489088575098	1424.7265725288833	323.51476251604623	Negative control with arginine supplementation without formic acid treatment.	G11	86	Negative control with arginine supplementation without formic acid treatment.	None	NegHigh	0.1520342216974816	36690.141934716135	1.6347021176848433	Negative control with arginine supplementation without formic acid treatment.
2886.8684052269587	6063.422567379806	655.4701272202344	113.86365124963096	154.8320424948715	1413.4667105176975	199.78328063854383	1328.5588162463166	224.43890701623795	36248.1789808558	2469.8208068939985	1030.3987474128874	2409.8858227024352	437.02592639681467	59.93498419156316	4050.297339920551	14.98374604789079	17.481037055872587	34.14780199463816	1925.4113671539665	2170.145885936183	28821.23552311793	6.243227519954496	297.177629949834	84.90789427138114	157259.4093546298	169.81578854276228	427.0367623648875	1311.077779190444	219.76160870239823	77.41602124743575	4824.766227420834	6.243227519954496	1723.1307955074408	3633.558416613516	4053.1033059544575	6.243227519954496	2961.787135466413	27.47020108779978	9.989164031927192	90.9531519597427	84.90789427138114	82.69187238841334	3750.931093988661	484.2553267872478	Low glutamate supplementation with formic acid treatment.	E7	52	Low glutamate supplementation with formic acid treatment.	Yes	PosLow	0.2490021865417292	17035.09651511661	0.5381437426499446	Low glutamate supplementation with formic acid treatment.
7035.130186886285	5155.91194171682	352.52898321191003	169.94425087108013	1797.7573645866328	804.7773202407349	4816.02343997466	5294.957237884067	29.494456762749447	23748.65568577764	6330.072220462464	4434.0	4623.607222046247	912.9236617041496	3092.704466265442	10897.499524865378	428.3718720304086	60.3934114665822	7.022489705416534	3582.874247703516	1066.01393728223	16466.33386126069	108.14634146341464	446.6303452644916	154.49477351916377	385947.60722204624	2568.8267342413683	3.511244852708267	528.0912258473234	44.94393411466582	60.3934114665822	2266.859676908457	120.7868229331644	1446.632879315806	9491.597085840987	2068.825467215711	3.511244852708267	1435.3968957871398	160.112765283497	5.617991764333228	428.3718720304086	154.49477351916377	428.3718720304086	2297.75863161229	168.53975292999684	Negative control with arginine supplementation and formic acid treatment.	F3	21	Negative control with arginine supplementation and formic acid treatment.	Yes	NegHigh	0.244293451041881	53745.6204651896	2.0195772677833785	Negative control with arginine supplementation and formic acid treatment.
4476.875	7211.09375	712.5	156.75	733.28125	296.875	3044.15625	3211.59375	353.875	31413.53125	3836.21875	928.03125	197.71875	104.5	776.625	2487.21875	3350.53125	531.40625	9.5	451.25	424.53125	23408.59375	848.46875	271.34375	213.15625	14179.9375	1700.5	309.9375	19.0	165.0625	1.484375	1113.28125	6.53125	3560.125	353.875	2442.6875	198.90625	6956.96875	1.1875	2.375	3244.25	235.125	3335.6875	797.40625	817.59375	High glutamate supplementation without formic acid treatment.	B8	57	High glutamate supplementation without formic acid treatment.	None	PosHigh	0.248847410811126	54392.38788586325	2.127354282496721	High glutamate supplementation without formic acid treatment.
6331.564765717996	7863.64895574072	337.46347797857374	318.7155069797641	902.9022833026728	659.9285791580998	2014.282004112109	5014.707282761606	181.14700475739696	33345.14121848285	5217.18536954875	1712.81463045125	6056.344551455471	218.97630126609675	167.98182014933448	4506.262309273888	839.9091007466724	168.73173898928687	10.498863759333403	683.1760631966238	2407.989395087112	19124.430256465752	362.21079969700247	548.9405908451466	20.247808678714424	39681.95541608051	1727.8130072502977	104.23871875338166	29.24683475814306	138.73498539119143	51.74439995671464	479.9480575695271	11.998701439238175	662.9282545179093	599.9350719619089	988.3930310572448	27.746997078238287	3210.4025538361648	135.73531003138189	36.74602315766692	776.1659993507196	23.997402878476358	824.1608051076723	1403.8480683908667	332.21404609890703	Low glutamate supplementation without formic acid treatment.	E11	84	Low glutamate supplementation without formic acid treatment.	None	PosLow	0.1775329376473418	50026.00323497235	1.960398302103792	Low glutamate supplementation without formic acid treatment.
7506.810914681015	8731.7650525237	940.9297975915962	152.32590315142198	550.5946707660773	407.7891365616193	3287.700743018191	6193.0	139.17712856795558	39964.92211119652	6281.85677683833	2159.537022802972	1804.1099154496544	274.50397130412506	2575.259800153728	13990.182167563413	33.003945682808094	11.107097104791189	20.62746605175506	2343.5974891109404	1540.7130412503202	35728.3579297976	343.77815743208214	6.346912631309249	158.67281578273125	399428.6658980272	1750.1611580835256	79.33640789136562	6.346912631309249	4.760184473481937	19.040737893927748	2603.82090699462	65.05585447091981	1351.8923904688702	10039.229054573403	4298.446579554189	3.966820394568281	3674.862413528055	3.1734563156546245	103.13733025877532	36.494747630028186	158.67281578273125	36.494747630028186	2597.4739943633103	506.1662823469126	Negative control with arginine supplementation without formic acid treatment.	A7	48	Negative control with arginine supplementation without formic acid treatment.	None	NegHigh	0.2439154592300051	27319.84394181152	1.4832765821361886	Negative control with arginine supplementation without formic acid treatment.
9016.29	3696.82	783.52	165.99999999999997	1957.14	346.94	2017.73	4867.95	622.5	19418.68	8229.449999999999	1419.3	1288.9899999999998	400.89	693.88	6334.56	91.3	5.81	2.075	2608.69	4411.45	14200.47	327.85	505.47	151.89	7599.48	1950.5	584.3199999999999	140.26999999999998	75.52999999999999	2.075	929.6	49.8	4627.25	9.13	2523.2	748.66	6577.749999999999	119.52	29.88	91.3	169.32	91.3	894.7399999999999	839.1299999999999	High glutamate supplementation with formic acid treatment.	E1	4	High glutamate supplementation with formic acid treatment.	Yes	PosHigh	0.2286226750863655	30166.636474216477	1.613847788500065	High glutamate supplementation with formic acid treatment.
9905.914664235142	3410.933168847887	467.6206822570264	162.76796824715726	1225.7057498390905	405.5710148036902	5456.773653722377	4802.104698562541	249.99721089894877	15366.73503540013	9053.855824930271	1826.4184724308088	1609.6942716155331	955.0253164556964	1499.0839948508903	6565.574232997211	312.0468783522849	60.25112636773225	275.176786097404	2272.456661660588	205.932954301652	12441.407959665308	281.6048139995625	461.3257884574126	249.99721089894877	295904.0728384467	960.420939712508	9.891975970821711	163.66723878995924	303.0541729242652	345.319888435958	1299.4459343488522	76.43799613816778	346.21915897875994	7157.2942501609095	1915.4462561682044	2.2481763570049345	858.803368375885	17.086140313237504	27.87738682686119	312.0468783522849	252.69502252735467	312.0468783522849	1891.165951512551	142.98401630551385	Negative control with arginine supplementation and formic acid treatment.	B6	41	Negative control with arginine supplementation and formic acid treatment.	Yes	NegHigh	0.2481535283536299	43799.704714063904	1.7756758747401369	Negative control with arginine supplementation and formic acid treatment.
6107.297520661157	7437.768595041322	675.6446280991736	135.3181818181818	1065.5123966942149	329.3057851239669	901.8057851239668	7961.061983471074	98.41322314049586	36706.23966942149	5717.429752066116	3871.2355371900826	2207.6735537190084	739.99173553719	1242.4669421487604	7936.4586776859505	909.3760330578511	6.62396694214876	110.71487603305783	2748.0	5946.429752066116	31449.64876033058	654.8264462809917	557.3595041322315	387.0289256198347	37463.26446280992	871.5247933884298	1036.1776859504132	264.9586776859504	2.838842975206612	2.365702479338843	1529.190082644628	41.63636363636363	564.9297520661157	618.8677685950413	2070.462809917355	607.5123966942149	7679.070247933884	15.140495867768594	12.301652892561982	871.5247933884298	410.6859504132231	909.3760330578511	982.2396694214876	368.103305785124	Baseline condition with no supplementation or treatment.	H1	7	Baseline condition with no supplementation or treatment.	None	None	0.2212982218536735	33125.36485575855	1.7839497479111373	Baseline condition with no supplementation or treatment.
11199.904761904763	9643.57142857143	1190.5238095238096	3.285714285714286	1232.142857142857	516.952380952381	3523.3809523809527	6001.904761904762	104.04761904761904	43484.2380952381	9917.380952380952	3375.5238095238096	5694.142857142858	62.42857142857143	2723.857142857143	6653.571428571429	710.8095238095239	158.80952380952382	122.66666666666669	1324.142857142857	2642.809523809524	29305.28571428572	1059.095238095238	2367.904761904762	138.0	34629.2380952381	1754.571428571429	280.3809523809524	59.142857142857146	31.761904761904763	23.0	868.5238095238095	122.66666666666669	58.04761904761905	826.9047619047619	674.6666666666667	429.33333333333337	6200.142857142858	255.1904761904762	26.28571428571429	710.8095238095239	143.47619047619048	710.8095238095239	441.3809523809524	1629.7142857142858	Baseline condition with no supplementation or treatment.	G2	14	Baseline condition with no supplementation or treatment.	None	None	0.2302069623835662	62524.22825054928	2.2888230340444293	Baseline condition with no supplementation or treatment.
6237.183017785427	6117.432587492828	1344.1078600114745	10.886402753872632	870.9122203098107	79.83362019506598	2103.978772231784	6155.172117039587	26.12736660929432	28761.150315547904	5499.810671256454	1426.8445209409065	1723.6804360298336	382.4756167527252	844.0590935169248	3264.469305794607	5211.683878370625	404.974182444062	7.983362019506598	685.8433734939758	5698.668961560527	25525.71141709696	1058.8841078600117	243.12966150315543	576.2535857716581	11204.285714285714	2505.324153757889	198.85829030407345	1807.142857142857	61.689615605278256	1.814400458978772	1265.0	1.814400458978772	3029.323006310958	21.04704532415376	1672.1514629948365	56.60929432013769	8593.726333907056	275.7888697647734	2.9030407343660354	4967.828456683878	576.2535857716581	5091.933448078026	1335.3987378083764	1452.9718875502008	High glutamate supplementation without formic acid treatment.	F2	13	High glutamate supplementation without formic acid treatment.	None	PosHigh	0.2518223698890133	59388.90972022004	2.356048912880672	High glutamate supplementation without formic acid treatment.
5797.195519348269	6284.006788866259	1310.4052953156822	2.344195519348269	1072.0787508486085	980.6551255940258	1833.160896130346	4699.33061778683	216.44738628649012	28747.65105227427	4823.572980312288	1779.244399185336	4053.1140529531567	732.9517990495586	1248.6748133061778	3978.881194840461	3453.0	5.469789545145961	129.7121520706042	1311.9680923285812	1719.85811269518	24380.414799728445	372.72708757637474	11.720977596741344	168.00067888662593	13169.690427698572	1599.5227427019688	47.6653088934148	35.16293279022403	33.600135777325185	28.91174473862865	1567.4854039375423	141.43312966734555	422.7365919891378	69.54446707399865	1608.1181262729124	16.409368635437882	2241.8323150033943	67.98167006109979	3.1255940257976915	3453.0	195.3496266123557	3453.0	914.2362525458248	1519.038696537678	Low glutamate supplementation without formic acid treatment.	C1	2	Low glutamate supplementation without formic acid treatment.	None	PosLow	0.2547107548232825	50283.2814173853	1.9551557503570065	Low glutamate supplementation without formic acid treatment.
4082.16921647702	5320.7384694694	1497.5588407446987	53.894482660580415	1560.9848622350623	125.09020905043954	2357.3337987251844	7794.353307593585	193.7220691748272	24848.90575278027	3613.5213910204434	188.51623054080324	4244.257938063505	137.4230465624547	42.28401432690914	477.4569951080157	1173.3813975717285	12.332837512015166	25.685117411094943	1479.9405014418198	4591.339222330217	25608.256176734347	51.09318397834854	89.85353044468192	303.0354360095155	13266.609495067742	463.3623236657127	77.52069293266675	7.047335721151523	72.23519114180311	4.404584825719702	2309.764282607412	28.18934288460609	2526.469856032821	95.13903223554556	1455.2748264177894	181.46889481965167	4943.706008387793	509.1700058531976	112.75737153842437	1222.7127476197893	110.99553760813647	1222.7127476197893	523.2646772955006	1337.2319530885015	Formic acid treatment without glutamate supplementation.	A1	0	Formic acid treatment without glutamate supplementation.	Yes	None	0.1365143935787615	10062.332382498516	0.3689136323699392	Formic acid treatment without glutamate supplementation.
