	plateID	well	CONCuM	Summary
0	plate_1	A01	glutamine: 5 mM & caffeine: 0 mM	Glutamine supplementation at 5 mM without caffeine treatment.
1	plate_1	A02	glutamine: 5 mM & caffeine: 2 mM	Glutamine supplementation at 5 mM with caffeine treatment at 2 mM.
2	plate_1	A03	glutamine: 0 mM & caffeine: 2 mM	Caffeine treatment at 2 mM without glutamine supplementation.
3	plate_1	A04	glutamine: 1 mM & caffeine: 2 mM	Glutamine supplementation at 1 mM with caffeine treatment at 2 mM.
4	plate_1	A05	Media	
5	plate_1	A06	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
6	plate_1	A07	glutamine: 5 mM & caffeine: 5 mM	Glutamine supplementation at 5 mM with caffeine treatment at 5 mM.
7	plate_1	A08	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
8	plate_1	A09	Media	
9	plate_1	A10	glutamine: 5 mM & caffeine: 2 mM	Glutamine supplementation at 5 mM with caffeine treatment at 2 mM.
10	plate_1	A11	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
11	plate_1	A12	glutamine: 0 mM & caffeine: 0 mM	Control with no glutamine supplementation and no caffeine treatment.
12	plate_1	B01	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
13	plate_1	B02	glutamine: 5 mM & caffeine: 0 mM	Glutamine supplementation at 5 mM without caffeine treatment.
14	plate_1	B03	Media	
15	plate_1	B04	glutamine: 0 mM & caffeine: 0 mM	Control with no glutamine supplementation and no caffeine treatment.
16	plate_1	B05	glutamine: 5 mM & caffeine: 5 mM	Glutamine supplementation at 5 mM with caffeine treatment at 5 mM.
17	plate_1	B06	glutamine: 5 mM & caffeine: 5 mM	Glutamine supplementation at 5 mM with caffeine treatment at 5 mM.
18	plate_1	B07	glutamine: 1 mM & caffeine: 2 mM	Glutamine supplementation at 1 mM with caffeine treatment at 2 mM.
19	plate_1	B08	glutamine: 1 mM & caffeine: 2 mM	Glutamine supplementation at 1 mM with caffeine treatment at 2 mM.
20	plate_1	B09	glutamine: 0 mM & caffeine: 2 mM	Caffeine treatment at 2 mM without glutamine supplementation.
21	plate_1	B10	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
22	plate_1	B11	glutamine: 5 mM & caffeine: 2 mM	Glutamine supplementation at 5 mM with caffeine treatment at 2 mM.
23	plate_1	B12	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
24	plate_1	C01	glutamine: 5 mM & caffeine: 5 mM	Glutamine supplementation at 5 mM with caffeine treatment at 5 mM.
25	plate_1	C02	Media	
26	plate_1	C03	glutamine: 0 mM & caffeine: 0 mM	Control with no glutamine supplementation and no caffeine treatment.
27	plate_1	C04	glutamine: 0 mM & caffeine: 2 mM	Caffeine treatment at 2 mM without glutamine supplementation.
28	plate_1	C05	glutamine: 5 mM & caffeine: 2 mM	Glutamine supplementation at 5 mM with caffeine treatment at 2 mM.
29	plate_1	C06	glutamine: 1 mM & caffeine: 2 mM	Glutamine supplementation at 1 mM with caffeine treatment at 2 mM.
