	plateID	well	CONCuM	Summary
0	plate_1	A01	tryptophan: 50 µM & miconazole: 0 mM	Wild-type yeast with 50 µM tryptophan supplementation, no miconazole treatment.
1	plate_1	A02	tryptophan: 50 µM & miconazole: 5 µM	Wild-type yeast with 50 µM tryptophan supplementation and 5 µM miconazole treatment.
2	plate_1	A03	tryptophan: 0 mM & miconazole: 5 µM	Wild-type yeast with 5 µM miconazole treatment, no tryptophan supplementation.
3	plate_1	A04	tryptophan: 10 µM & miconazole: 5 µM	Wild-type yeast with 10 µM tryptophan supplementation and 5 µM miconazole treatment.
4	plate_1	A05	Media control	
5	plate_1	A06	tryptophan: 10 µM & miconazole: 0 mM	Wild-type yeast with 10 µM tryptophan supplementation, no miconazole treatment.
6	plate_1	A07	tryptophan: 50 µM & miconazole: 20 µM	Wild-type yeast with 50 µM tryptophan supplementation and 20 µM miconazole treatment.
7	plate_1	A08	tryptophan: 10 µM & miconazole: 20 µM	Wild-type yeast with 10 µM tryptophan supplementation and 20 µM miconazole treatment.
8	plate_1	A09	Media control	
9	plate_1	A10	tryptophan: 50 µM & miconazole: 5 µM	Wild-type yeast with 50 µM tryptophan supplementation and 5 µM miconazole treatment.
10	plate_1	A11	tryptophan: 0 mM & miconazole: 20 µM	Wild-type yeast with 20 µM miconazole treatment, no tryptophan supplementation.
11	plate_1	A12	tryptophan: 0 mM & miconazole: 0 mM	Wild-type yeast grown in minimal media without any supplementation or treatment.
12	plate_1	B01	tryptophan: 10 µM & miconazole: 20 µM	Wild-type yeast with 10 µM tryptophan supplementation and 20 µM miconazole treatment.
13	plate_1	B02	tryptophan: 50 µM & miconazole: 0 mM	Wild-type yeast with 50 µM tryptophan supplementation, no miconazole treatment.
14	plate_1	B03	Media control	
15	plate_1	B04	tryptophan: 0 mM & miconazole: 0 mM	Wild-type yeast grown in minimal media without any supplementation or treatment.
16	plate_1	B05	tryptophan: 50 µM & miconazole: 20 µM	Wild-type yeast with 50 µM tryptophan supplementation and 20 µM miconazole treatment.
