	plateID	well	CONCuM	Summary
0	plate_1	A01	tryptophan: 0.1 mM & amiodarone: 0 mM	Cells supplemented with high tryptophan without amiodarone treatment.
1	plate_1	A02	tryptophan: 0.1 mM & amiodarone: 5 µM	Cells with high tryptophan supplementation treated with low amiodarone.
2	plate_1	A03	tryptophan: 0 mM & amiodarone: 5 µM	Cells treated with low amiodarone without tryptophan supplementation.
3	plate_1	A04	tryptophan: 0.01 mM & amiodarone: 5 µM	Cells with low tryptophan supplementation treated with low amiodarone.
4	plate_1	A05	Media control	
5	plate_1	A06	tryptophan: 0.01 mM & amiodarone: 0 mM	Cells supplemented with low tryptophan without amiodarone treatment.
6	plate_1	A07	tryptophan: 0.1 mM & amiodarone: 20 µM	Cells with high tryptophan supplementation treated with high amiodarone.
7	plate_1	A08	tryptophan: 0.01 mM & amiodarone: 20 µM	Cells with low tryptophan supplementation treated with high amiodarone.
8	plate_1	A09	Media control	
9	plate_1	A10	tryptophan: 0.1 mM & amiodarone: 5 µM	Cells with high tryptophan supplementation treated with low amiodarone.
10	plate_1	A11	tryptophan: 0 mM & amiodarone: 20 µM	Cells treated with high amiodarone without tryptophan supplementation.
11	plate_1	A12	tryptophan: 0 mM & amiodarone: 0 mM	Cells grown in minimal media without any supplementation or treatment.
12	plate_1	B01	tryptophan: 0.01 mM & amiodarone: 20 µM	Cells with low tryptophan supplementation treated with high amiodarone.
13	plate_1	B02	tryptophan: 0.1 mM & amiodarone: 0 mM	Cells supplemented with high tryptophan without amiodarone treatment.
14	plate_1	B03	Media control	
15	plate_1	B04	tryptophan: 0 mM & amiodarone: 0 mM	Cells grown in minimal media without any supplementation or treatment.
16	plate_1	B05	tryptophan: 0.1 mM & amiodarone: 20 µM	Cells with high tryptophan supplementation treated with high amiodarone.
17	plate_1	B06	tryptophan: 0.1 mM & amiodarone: 20 µM	Cells with high tryptophan supplementation treated with high amiodarone.
18	plate_1	B07	tryptophan: 0.01 mM & amiodarone: 5 µM	Cells with low tryptophan supplementation treated with low amiodarone.
