	plateID	well	CONCuM	Summary
0	plate_1	A01	glutamate: 0 mM & formic acid: 10 mM	No glutamate supplementation with formic acid treatment at 10 mM.
1	plate_1	A02	glutamate: 0 mM & formic acid: 20 mM	No glutamate supplementation with formic acid treatment at 20 mM.
2	plate_1	A03	glutamate: 1 mM & formic acid: 40 mM	Glutamate supplementation at 1 mM with formic acid treatment at 40 mM.
3	plate_1	A04	glutamate: 1 mM & formic acid: 0 mM	Glutamate supplementation at 1 mM without formic acid treatment.
4	plate_1	A05	glutamate: 1 mM & formic acid: 20 mM	Glutamate supplementation at 1 mM with formic acid treatment at 20 mM.
5	plate_1	A06	glutamate: 5 mM & formic acid: 10 mM	Glutamate supplementation at 5 mM with formic acid treatment at 10 mM.
6	plate_1	A07	glutamate: 5 mM & formic acid: 20 mM	Glutamate supplementation at 5 mM with formic acid treatment at 20 mM.
7	plate_1	A08	glutamate: 10 mM & formic acid: 40 mM	Glutamate supplementation at 10 mM with formic acid treatment at 40 mM.
8	plate_1	A09	glutamate: 5 mM & formic acid: 0 mM	Glutamate supplementation at 5 mM without formic acid treatment.
9	plate_1	A10	glutamate: 10 mM & formic acid: 0 mM	Glutamate supplementation at 10 mM without formic acid treatment.
10	plate_1	A11	glutamate: 1 mM & formic acid: 10 mM	Glutamate supplementation at 1 mM with formic acid treatment at 10 mM.
11	plate_1	A12	glutamate: 5 mM & formic acid: 40 mM	Glutamate supplementation at 5 mM with formic acid treatment at 40 mM.
12	plate_1	B01	glutamate: 0 mM & formic acid: 20 mM	No glutamate supplementation with formic acid treatment at 20 mM.
13	plate_1	B02	glutamate: 5 mM & formic acid: 10 mM	Glutamate supplementation at 5 mM with formic acid treatment at 10 mM.
14	plate_1	B03	glutamate: 1 mM & formic acid: 0 mM	Glutamate supplementation at 1 mM without formic acid treatment.
15	plate_1	B04	glutamate: 1 mM & formic acid: 10 mM	Glutamate supplementation at 1 mM with formic acid treatment at 10 mM.
16	plate_1	B05	glutamate: 1 mM & formic acid: 40 mM	Glutamate supplementation at 1 mM with formic acid treatment at 40 mM.
17	plate_1	B06	glutamate: 10 mM & formic acid: 0 mM	Glutamate supplementation at 10 mM without formic acid treatment.
18	plate_1	B07	glutamate: 0 mM & formic acid: 40 mM	No glutamate supplementation with formic acid treatment at 40 mM.
19	plate_1	B08	glutamate: 5 mM & formic acid: 20 mM	Glutamate supplementation at 5 mM with formic acid treatment at 20 mM.
20	plate_1	B09	glutamate: 1 mM & formic acid: 20 mM	Glutamate supplementation at 1 mM with formic acid treatment at 20 mM.
21	plate_1	B10	glutamate: 5 mM & formic acid: 40 mM	Glutamate supplementation at 5 mM with formic acid treatment at 40 mM.
22	plate_1	B11	glutamate: 10 mM & formic acid: 10 mM	Glutamate supplementation at 10 mM with formic acid treatment at 10 mM.
23	plate_1	B12	glutamate: 5 mM & formic acid: 0 mM	Glutamate supplementation at 5 mM without formic acid treatment.
24	plate_1	C01	glutamate: 1 mM & formic acid: 10 mM	Glutamate supplementation at 1 mM with formic acid treatment at 10 mM.
25	plate_1	C02	glutamate: 10 mM & formic acid: 40 mM	Glutamate supplementation at 10 mM with formic acid treatment at 40 mM.
26	plate_1	C03	glutamate: 5 mM & formic acid: 40 mM	Glutamate supplementation at 5 mM with formic acid treatment at 40 mM.
27	plate_1	C04	glutamate: 0 mM & formic acid: 20 mM	No glutamate supplementation with formic acid treatment at 20 mM.
