	plateID	well	CONCuM	Summary
0	plate_1	A01	5-methyltryptophan: 0 mM & sirolimus: 0 mM	Control condition with no supplementation or treatment.
1	plate_1	A02	5-methyltryptophan: 0 mM & sirolimus: 10 nM	Control condition with sirolimus treatment at 10 nM.
2	plate_1	A03	5-methyltryptophan: 0 mM & sirolimus: 100 nM	Control condition with sirolimus treatment at 100 nM.
3	plate_1	A04	5-methyltryptophan: 0.01 mM & sirolimus: 10 nM	Low tryptophan condition with 5-methyltryptophan and sirolimus treatment at 10 nM.
4	plate_1	A05	5-methyltryptophan: 0.01 mM & sirolimus: 100 nM	Low tryptophan condition with 5-methyltryptophan and sirolimus treatment at 100 nM.
5	plate_1	A06	Media control	
6	plate_1	A07	5-methyltryptophan: 1 mM & sirolimus: 100 nM	High tryptophan condition with tryptophan and sirolimus treatment at 100 nM.
7	plate_1	A08	Media control	
8	plate_1	A09	5-methyltryptophan: 1 mM & sirolimus: 0 mM	High tryptophan condition with tryptophan supplementation.
9	plate_1	A10	5-methyltryptophan: 1 mM & sirolimus: 10 nM	High tryptophan condition with tryptophan and sirolimus treatment at 10 nM.
10	plate_1	A11	5-methyltryptophan: 0 mM & sirolimus: 0 nM	Control condition with sirolimus treatment at 0 nM.
11	plate_1	A12	5-methyltryptophan: 0.01 mM & sirolimus: 0 mM	Low tryptophan condition with 5-methyltryptophan supplementation.
12	plate_1	B01	5-methyltryptophan: 0 mM & sirolimus: 10 nM	Control condition with sirolimus treatment at 10 nM.
13	plate_1	B02	5-methyltryptophan: 0.01 mM & sirolimus: 10 nM	Low tryptophan condition with 5-methyltryptophan and sirolimus treatment at 10 nM.
14	plate_1	B03	Media control	
15	plate_1	B04	5-methyltryptophan: 0.01 mM & sirolimus: 100 nM	Low tryptophan condition with 5-methyltryptophan and sirolimus treatment at 100 nM.
16	plate_1	B05	5-methyltryptophan: 1 mM & sirolimus: 100 nM	High tryptophan condition with tryptophan and sirolimus treatment at 100 nM.
