2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	Deoxyadenosine [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Phenylalanine [[M-H2O+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Niacin [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Spermine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	FinalOD	Summary_y
294.18852051874865	928.8135385810276	716.8436438841125	429.0784535076946	337.8671654865978	7909.688737266094	22678.20940051297	294.18852051874865	246.2457229810938	181.13791001372732	91.21128802109676	1434.9719537966912	1495.9935901488334	824.7555902752692	3663.867513185464	2137.684271367676	31199.399167328957	89.9266219926306	154.15992341593815	1610.971199696554	14.131326313127666	19.26999042699227	3.2116650711653785	3540.539574452713	1342.4759997471283	106.62728036269056	5.780997128097681	210.6852286684488	1228.1407232136407	229.9552190954411	2123.552945054548	30.831984683187635	162905.9297377357	1464.5192724514125	154.15992341593815	1464.5192724514125	389.2538066252439	1246.1260476121668	581.9537108951665	Growth with alanine supplementation and spermine treatment.	F3	21	Growth with alanine supplementation and spermine treatment.	Yes	NegHigh	0.295677829643308	6701.898188536927	0.5216129857445787	Growth with alanine supplementation and spermine treatment.
101.761024423679	777.2810163425693	772.9507599841148	271.72358649301515	408.6960426839464	8177.689132941181	22716.524856451917	101.761024423679	189.44871568238108	650.6210178577774	1069.573320538243	2200.8527941844613	2200.8527941844613	120.1646139471103	5604.43429192964	2088.2661288646464	33016.03960503576	845.4825539882264	11.908204985749668	910.4363993650428	70.36666582488441	5.412820448068032	82.27487081063407	3213.0502179731834	2178.1189483025755	58.45846083913474	17.3210254338177	55.21076857029392	1591.369211732001	497.97948122225887	2738.887146722424	16.238461344204094	85402.39846552777	2182.4492046610303	17.3210254338177	2200.8527941844613	140.7333316497688	909.3538352754292	729.6481963995706	Growth with alanine supplementation, no spermine treatment.	D10	75	Growth with alanine supplementation, no spermine treatment.	None	NegHigh	0.2433783543290474	7619.066172970472	0.498709670465329	Growth with alanine supplementation, no spermine treatment.
354.2870813397129	948.688995215311	712.6937799043062	394.3062200956938	211.866028708134	4701.071770334928	18992.612440191388	350.75598086124404	111.22966507177031	371.9425837320574	248.35406698564591	3296.870813397129	3341.303827751196	24.129186602870814	2318.1674641148325	5336.66985645933	34877.85645933014	4.708133971291866	61.79425837320574	2030.3827751196168	123.0	62.97129186602871	38.8421052631579	1224.7033492822966	3220.3636363636365	181.85167464114832	2.6483253588516744	180.67464114832532	376.6507177033493	5.885167464114833	5120.095693779905	1.1770334928229664	73453.95215311005	3353.368421052632	58.85167464114832	3353.368421052632	23.54066985645933	451.9808612440192	1030.4928229665072	Growth with spermine treatment, no supplementation.	D2	11	Growth with spermine treatment, no supplementation.	Yes	None	0.2335045287814954	5291.97295147988	0.3330747793726868	Growth with spermine treatment, no supplementation.
339.18023255813955	2499.639534883721	1499.2558139534883	1600.8779069767445	273.1918604651163	8680.110465116279	38807.76162790698	339.18023255813955	832.7732558139535	1004.343023255814	2089.1918604651164	2197.4127906976746	2223.808139534884	322.0232558139535	8637.877906976744	2050.9186046511627	41197.86046511628	394.61046511627904	32.99418604651163	2533.953488372093	163.65116279069767	6.598837209302325	3.2994186046511627	3427.436046511628	2130.1046511627906	59.38953488372093	26.3953488372093	762.8255813953489	2581.4651162790697	188.7267441860465	2177.616279069768	113.5	27729.633720930236	2223.808139534884	17.156976744186046	2223.808139534884	523.9476744186046	1247.1802325581396	1516.4127906976744	Growth with alanine supplementation, no spermine treatment.	E4	28	Growth with alanine supplementation, no spermine treatment.	None	NegHigh	0.2460305697664965	7170.563547968734	0.4764581663174432	Growth with alanine supplementation, no spermine treatment.
889.4842105263158	798.8526315789474	683.621052631579	688.8000000000001	103.57894736842104	7822.8	26553.75789473684	864.8842105263158	534.7263157894737	1012.4842105263158	405.2526315789474	686.2105263157895	702.3947368421053	590.4	3560.5263157894738	2661.978947368421	50620.32631578948	359.9368421052632	46.61052631578948	2217.884210526316	123.0	6.473684210526316	112.6421052631579	3029.684210526316	677.1473684210526	1018.957894736842	331.4526315789474	218.81052631578947	616.2947368421053	479.0526315789474	2497.547368421053	164.43157894736842	179599.42105263157	705.6315789473684	133.3578947368421	705.6315789473684	20.71578947368421	582.6315789473684	655.1368421052632	Growth with alanine supplementation and spermine treatment.	A11	80	Growth with alanine supplementation and spermine treatment.	Yes	NegHigh	0.2480081849954583	8647.026915094008	0.5486017153094468	Growth with alanine supplementation and spermine treatment.
67.87428013146636	1118.5115746664562	1080.3322920925063	45.24952008764424	289.17271431010147	4576.564742614393	25003.18794342892	67.87428013146636	137.16260776567162	948.8258743377902	532.3888847811893	2102.3351246970337	2247.628505603454	1.7675593784236032	2652.046091386774	10362.140100070532	49625.997108621086	72.11642263968301	114.53784772184947	4650.095212756815	321.6958068730958	28.28095005477765	9.89833251917218	1125.5818121801506	2215.812436791829	514.0062672455838	19.089641286974917	629.9581624701722	702.7816088612246	560.4680852455476	8748.711899445467	1.4140475027388826	122020.28008259227	2166.320774195968	136.45558401430216	2247.628505603454	22.62476004382212	512.5922197428449	2209.449223029504	Growth with spermine treatment, no supplementation.	G3	22	Growth with spermine treatment, no supplementation.	Yes	None	0.2686525275550126	8719.107300218257	0.621710572995445	Growth with spermine treatment, no supplementation.
118.7610505397712	787.753155378914	711.7119071915785	31.612653740802408	742.4701648853322	5442.502819700306	17474.10795424029	118.7610505397712	45.28299049358183	756.9948976851604	99.1099414576508	1723.3168268972554	1723.3168268972554	205.90944733874	2323.1028519254523	838.1625221547881	24306.71314248885	632.2530748160481	109.36269402223536	1326.0226650196037	123.03303077501477	4.271980235243569	64.93409957570223	1431.9677748536442	1705.3745099092323	311.8545571727805	34.40735387007177	92.27477308126107	698.8959664858478	193.947902680058	780.9179870025243	26.486277458510123	114124.24319243785	1723.3168268972554	165.75283312745046	1723.3168268972554	224.70616037381168	925.3109189537568	594.6596487459047	Growth with alanine supplementation and spermine treatment.	E5	36	Growth with alanine supplementation and spermine treatment.	Yes	NegHigh	0.3860842060952862	3170.081543186088	0.2803653242384284	Growth with alanine supplementation and spermine treatment.
113.82707805664288	440.9804282753857	52.53557448768133	109.8471102924246	409.14068616163945	1789.3935067925397	8903.187888556298	113.82707805664288	60.761574384666645	4.775961317061939	118.60303937370482	2288.4814644255125	2288.4814644255125	43.77964540640111	1584.0271701588763	7844.516463274234	10371.0	319.19341469030627	334.3172921943357	1101.6550771356206	260.2898917798757	84.37531660142758	734.7020492746949	921.7605341929542	2255.845728758922	295.31360810499655	116.21505871517384	158.83547217126227	338.29725995855404	2807.4692608795763	10274.684780105918	52.53557448768133	83466.29196408013	2239.9258577020496	380.48491825926783	2278.133548238545	15.123877504029474	289.7416532350909	121.78701358507944	Growth with high glutamate supplementation and spermine treatment.	G11	86	Growth with high glutamate supplementation and spermine treatment.	Yes	PosHigh	0.2432897851954039	4300.863805255948	0.2759723393904486	Growth with high glutamate supplementation and spermine treatment.
263.1072648029385	601.5036853802563	621.7427057497132	1263.7244318688831	212.58663210002092	4276.100223658835	9148.03720699448	263.1072648029385	76.0987165891576	25.905946072904715	478.450441533959	2533.520569848604	2533.520569848604	73.6700341448228	2967.040386162368	816.8468621112769	14004.592534849337	43.71628399802671	370.77885316844873	1017.6179441762883	4.047804073891362	4.047804073891362	57.47881784925734	1613.4547038530968	2438.3971741121563	78.52739903349242	3.6430236665022258	7.2860473330044515	310.8713528748566	499.49902271819406	1890.324502507266	31.572871776352624	52721.83850162021	2463.493559370283	364.30236665022255	2475.636971591957	464.68790768272834	855.7057812206339	569.9308136039037	Growth with alanine supplementation, no spermine treatment.	B3	17	Growth with alanine supplementation, no spermine treatment.	None	NegHigh	0.2573511469781643	5605.789409506861	0.3807858221783728	Growth with alanine supplementation, no spermine treatment.
453.1161473087819	617.1010387157696	653.2424457034939	37.75967894239849	303.1562795089707	4570.0	13195.389518413598	453.1161473087819	342.53423040604343	328.50920679886684	1070.2171860245514	2544.4629367327666	2588.6957034938623	16.18271954674221	3521.359773371105	7934.926817752596	23467.10103871577	505.97969782813976	195.27148253068933	3435.05193578848	366.26888574126536	109.5030689329556	6.473087818696884	1280.0531161473089	2405.291548630784	15.643295561850802	40.45679886685552	113.81846081208688	503.2825779036827	92.780925401322	7194.837110481586	43.69334277620396	20836.330264400374	2579.525495750708	251.91100094428705	2604.8784230406045	157.51180358829083	475.2325306893296	969.3449008498584	Baseline growth with no supplementation or treatment.	F7	53	Baseline growth with no supplementation or treatment.	None	None	0.2304395635019782	10526.527618938298	0.6621080637579847	Baseline growth with no supplementation or treatment.
816.3793657491842	407.610690416614	1035.817507322901	24.896675693060228	635.733718860003	2578.832407834657	10864.793473959888	816.3793657491842	749.2162406237194	174.85572230939974	1207.77826734241	2230.857940589792	2230.857940589792	39.37148714251385	4186.115471181987	1489.1686019197884	17971.346903183636	361.2912937783624	127.95733321317	2365.1841908407214	647.8925604775441	81.63793657491841	71.2160723313118	877.7525662948675	2223.9100310940544	1008.6048617979284	88.00685361267801	53.26730613398932	1098.927685242519	678.0001682924076	9194.979225150915	1.1579849159562896	27538.039286356525	2062.371135318152	131.43128796103886	2178.1696269137806	207.702651611948	715.0556856030089	1144.6680894227925	Growth with low glutamate supplementation, no spermine treatment.	G6	46	Growth with low glutamate supplementation, no spermine treatment.	None	PosLow	0.346795585119683	7005.872023935332	0.2985729859036991	Growth with low glutamate supplementation, no spermine treatment.
377.9799810148413	702.4896232519734	499.67109685376585	878.5729802613263	71.90838663209176	4637.1690353772	20050.455139248254	377.9799810148413	96.79975123550814	125.37872540980102	799.2893744874815	2085.343212330661	2091.796529079695	519.9529494935866	5321.220610774791	1402.2135393257895	24107.74756960512	430.5284173998315	152.11389479865565	2523.2468488722457	523.6405590644631	4.609511963595626	21.20375503253988	2231.003790380283	2078.889895581627	108.78448234085675	82.97121534472127	290.54676405980985	1393.9164177913174	135.5196517297114	1157.9094052552211	17.516145461663378	24903.34933452173	2091.796529079695	164.09862590400428	2091.796529079695	788.2265457748521	860.1349324069438	725.5371830699515	Growth with alanine supplementation, no spermine treatment.	F6	45	Growth with alanine supplementation, no spermine treatment.	None	NegHigh	0.3023189600985885	4853.76300006982	0.3786654122076667	Growth with alanine supplementation, no spermine treatment.
1075.116951827283	1236.4783093441176	1959.789975887604	364.0012018403017	200.76354946862003	6977.940565175681	31119.288315063528	1040.405497012615	657.6413466238441	1072.3025095450123	343.3619584369856	488.77480968762166	488.77480968762166	284.25867050930776	3495.5373145798044	12500.814470417576	69415.4044499165	919.3844788749888	72.23735191160627	4239.488224526607	609.7958278252477	247.67092083979293	32.835159959821034	2533.9362014707604	488.77480968762166	1080.7458363918236	77.70077176801564	205.4542866057373	2612.7405853743307	305.8360613400473	11280.28466733966	3.752589709693832	75274.135134176	488.77480968762166	96.62918502461618	488.77480968762166	7.505179419387664	679.2187374545836	2788.1741543025173	Growth with spermine treatment, no supplementation.	F8	61	Growth with spermine treatment, no supplementation.	Yes	None	0.2761766082851233	7710.836079314839	0.5613630419017329	Growth with spermine treatment, no supplementation.
2280.316091954023	2934.7413793103447	744.2816091954022	706.9827586206897	242.44252873563215	9467.12643678161	34808.30459770115	2280.316091954023	603.5632183908045	693.419540229885	461.1494252873563	2005.6609195402295	2022.614942528736	569.655172413793	4843.764367816092	1003.6781609195402	49034.42528735632	295.0	11.867816091954024	1900.5459770114944	781.5804597701149	155.97701149425288	42.38505747126437	405.2011494252873	1910.7183908045977	1495.3448275862067	7.629310344827586	66.12068965517241	545.919540229885	513.7068965517241	1566.551724137931	3.390804597701149	223977.90229885056	2009.051724137931	30.517241379310345	2009.051724137931	467.9310344827586	1510.603448275862	217.01149425287355	Growth with alanine supplementation and spermine treatment.	D1	3	Growth with alanine supplementation and spermine treatment.	Yes	NegHigh	0.2370667487242989	4406.586448007022	0.2713408292981087	Growth with alanine supplementation and spermine treatment.
105.39969681657404	128.94643759474482	304.98635674583124	28.031834259727137	26.91056088933805	5121.976755937342	15296.411318847904	105.39969681657404	60.548762001010616	334.13946437594745	287.04598281960585	2219.0	2245.9105608893383	35.88074785245073	1531.659423951491	9357.026275896918	26491.20464881253	98.67205659423952	78.48913592723598	2392.7973724103085	560.6366851945427	503.4517433046994	384.5967660434563	2942.22132390096	2173.027791814048	504.57301667508847	48.21475492673068	116.61243052046488	2972.4957049014656	1262.55381505811	11146.578575037898	2.2425467407781707	106988.54118241536	2245.9105608893383	78.48913592723598	2245.9105608893383	44.85093481556342	979.9929257200608	146.88681152097018	Growth with low glutamate supplementation and spermine treatment.	C11	82	Growth with low glutamate supplementation and spermine treatment.	Yes	PosLow	0.2052298659008317	4749.1325857837965	0.2240950190173491	Growth with low glutamate supplementation and spermine treatment.
338.9677419354839	820.5080645161291	397.9435483870968	9.161290322580646	362.4435483870968	4004.629032258065	16177.120967741936	338.9677419354839	133.98387096774195	645.8709677419355	336.6774193548387	2238.217741935484	2258.5443548387098	61.26612903225807	1667.3548387096776	5375.387096774194	32570.10483870968	115.08870967741936	138.56451612903226	1574.0241935483873	200.97580645161293	18.89516129032258	111.08064516129032	176.35483870967744	2192.983870967742	403.0967741935484	36.64516129032258	174.63709677419357	743.2096774193549	151.16129032258064	4994.048387096775	81.30645161290323	90502.66935483873	2123.701612903226	142.0	2194.129032258065	41.7983870967742	499.86290322580646	484.4032258064517	Growth with spermine treatment, no supplementation.	F1	5	Growth with spermine treatment, no supplementation.	Yes	None	0.2382898934108418	8367.535694763012	0.5400503352916146	Growth with spermine treatment, no supplementation.
904.2987915407856	875.2450151057402	29.05377643504532	1611.2740181268882	274.8003021148036	5654.591238670695	12930.141087613294	904.2987915407856	187.63897280966768	7.2634441087613295	6.052870090634442	4377.435649546828	4384.699093655589	3.026435045317221	4007.000000000001	6919.641087613293	16415.383685800603	90.79305135951662	59.31812688821753	2947.747734138973	536.2842900302115	29.05377643504532	139.21601208459217	2275.87915407855	4307.222356495468	984.19667673716	37.52779456193354	182.17393334037124	779.6096676737161	1703.277643504532	13719.435347432023	215.4821752265861	61106.14471299094	4362.908761329305	59.31812688821753	4373.803927492448	120.2163642392726	239.6936555891239	13.316314199395771	Growth with high glutamate supplementation and spermine treatment.	C2	10	Growth with high glutamate supplementation and spermine treatment.	Yes	PosHigh	0.2553804207098579	4802.579868179532	0.2709352773604568	Growth with high glutamate supplementation and spermine treatment.
302.69789983844913	1004.0710823909532	424.92550709028905	111.5634535989948	547.1531143421289	4570.0	12930.696463830553	302.69789983844913	736.6469215580686	568.481421647819	1435.5591455753008	1396.1838090109495	1400.285406569736	65.62556094058517	3624.991922455574	10328.642972536349	27650.509782803805	1246.065338359361	276.44767546221505	6375.52324537785	243.6348949919225	104.18057799317896	87.77418775803267	1401.9260455932508	1375.6758212170168	264.14288278585536	90.23514629330462	77.9303536169449	1514.309818704003	290.3931071620894	9570.667743672591	67.97093452659746	61590.40926225095	1267.3936456650513	192.77508526296896	1327.2769700233353	76.60088188978709	808.0147190809549	480.7072338897864	Baseline growth with no supplementation or treatment.	D5	35	Baseline growth with no supplementation or treatment.	None	None	0.256345524022261	10861.816428234108	0.7506838908366491	Baseline growth with no supplementation or treatment.
376.1486017656428	755.3636323500273	373.0821729469012	23.50928761035268	52.1292899186081	4230.6496269239005	19299.080842220385	376.1486017656428	1057.9179424658705	340.3735988803235	2106.636598475516	1655.8715621204926	1655.8715621204926	424.1893199259287	6017.355485310704	9952.605802695824	26137.217108014276	589.776476137978	56.21786167693031	1870.5215794324083	535.6029003402087	342.4178847594846	127.76786744756888	2010.555162154944	1655.8715621204926	1103.9143747469952	24.531430549933223	163.37758289617636	1273.5901027173666	2394.880907437231	11303.878768821314	100.14124343763608	71691.0614963007	1649.738704483009	56.21786167693031	1655.8715621204926	260.9830626518556	766.6072046854133	626.5736219628778	Growth with low glutamate supplementation, no spermine treatment.	H10	79	Growth with low glutamate supplementation, no spermine treatment.	None	PosLow	0.2479831879968292	13090.067429729534	0.8778830094294189	Growth with low glutamate supplementation, no spermine treatment.
