	plateID	well	CONCuM	Summary
0	plate_1	A01	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
1	plate_1	A02	Media control	
2	plate_1	A03	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
3	plate_1	A04	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
4	plate_1	A05	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
5	plate_1	A06	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
6	plate_1	A07	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
7	plate_1	A08	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
8	plate_1	A09	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
9	plate_1	A10	Media control	
10	plate_1	A11	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
11	plate_1	A12	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
12	plate_1	B01	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
13	plate_1	B02	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
14	plate_1	B03	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
15	plate_1	B04	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
16	plate_1	B05	Media control	
17	plate_1	B06	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
18	plate_1	B07	Media control	
19	plate_1	B08	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
20	plate_1	B09	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
21	plate_1	B10	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
22	plate_1	B11	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
23	plate_1	B12	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
24	plate_1	C01	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
25	plate_1	C02	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
26	plate_1	C03	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
27	plate_1	C04	Media control	
28	plate_1	C05	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
29	plate_1	C06	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
30	plate_1	C07	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
31	plate_1	C08	Media control	
32	plate_1	C09	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
33	plate_1	C10	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
34	plate_1	C11	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
35	plate_1	C12	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
36	plate_1	D01	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
37	plate_1	D02	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
38	plate_1	D03	Media control	
39	plate_1	D04	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
40	plate_1	D05	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
41	plate_1	D06	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
42	plate_1	D07	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
43	plate_1	D08	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
44	plate_1	D09	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
45	plate_1	D10	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
46	plate_1	D11	Media control	
47	plate_1	D12	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
48	plate_1	E01	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
49	plate_1	E02	Media control	
50	plate_1	E03	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
51	plate_1	E04	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
52	plate_1	E05	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
53	plate_1	E06	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
54	plate_1	E07	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
55	plate_1	E08	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
56	plate_1	E09	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
57	plate_1	E10	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
58	plate_1	E11	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
59	plate_1	E12	Media control	
60	plate_1	F01	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
61	plate_1	F02	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
62	plate_1	F03	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
63	plate_1	F04	Media control	
64	plate_1	F05	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
65	plate_1	F06	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
66	plate_1	F07	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
67	plate_1	F08	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
68	plate_1	F09	Media control	
69	plate_1	F10	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
70	plate_1	F11	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
71	plate_1	F12	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
72	plate_1	G01	Media control	
73	plate_1	G02	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
74	plate_1	G03	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
75	plate_1	G04	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
76	plate_1	G05	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
77	plate_1	G06	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
78	plate_1	G07	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
79	plate_1	G08	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
80	plate_1	G09	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
81	plate_1	G10	Media control	
82	plate_1	G11	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
83	plate_1	G12	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
84	plate_1	H01	None: 0 mM & Paraquat: 0 mM	Baseline control with no valine or paraquat.
85	plate_1	H02	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
86	plate_1	H03	Valine: 5 mM & Paraquat: 1 mM	Supraphysiological level valine supplementation with paraquat treatment.
87	plate_1	H04	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
88	plate_1	H05	Valine: 0.5 mM & Paraquat: 1 mM	Physiological level valine supplementation with paraquat treatment.
89	plate_1	H06	Media control	
90	plate_1	H07	Lysine: 5 mM & Paraquat: 1 mM	Negative control with lysine supplementation and paraquat treatment.
91	plate_1	H08	Lysine: 5 mM & Paraquat: 0 mM	Negative control with lysine supplementation without paraquat.
92	plate_1	H09	Valine: 5 mM & Paraquat: 0 mM	Supraphysiological level valine supplementation without paraquat.
93	plate_1	H10	None: 0 mM & Paraquat: 1 mM	Control with paraquat treatment only.
94	plate_1	H11	Media control	
95	plate_1	H12	Valine: 0.5 mM & Paraquat: 0 mM	Physiological level valine supplementation without paraquat.
