	mu	AUC	FinalOD	Summary
A1	0.16077286930995463	11566.500402301033	0.528164797194404	No glutamine supplementation with acetic acid treatment.
A3	0.2493063797758363	50201.264466041765	2.188982764518377	Low glutamine supplementation without acetic acid treatment.
A4	0.25636969116886016	47961.4127235119	2.1272142501961118	High glutamine supplementation without acetic acid treatment.
A5	0.177499076718619	22162.94265962748	1.0900319989310376	Leucine supplementation without acetic acid treatment.
A6	0.20967892409466257	7328.840415612375	0.42128885715024006	High glutamine supplementation with acetic acid treatment.
A7	0.18520390114804752	24055.208563252978	1.2042215061069905	Leucine supplementation without acetic acid treatment.
A8	0.219444368303176	37541.68579819462	1.810836319767066	Baseline condition with no supplementation or treatment.
A9	0.18583405158113755	17110.751895427362	0.8808246339054926	Leucine supplementation without acetic acid treatment.
A10	0.0	1213.6377790398565	0.0	Media control
A11	0.11240338001016159	3111.7121143341587	0.09490026119177741	Leucine supplementation with acetic acid treatment.
B2	0.20950150246032767	9381.011618414019	0.5045872887504471	High glutamine supplementation with acetic acid treatment.
B3	0.1876898817274414	20566.659433436864	1.0740855509097744	No glutamine supplementation with acetic acid treatment.
B4	0.21286386280266134	19277.62014956049	1.1318496351467524	Leucine supplementation without acetic acid treatment.
B5	0.0	648.413999999998	0.0	Media control
B6	0.22040664016548916	1634.6280824120288	0.06117409769139184	Leucine supplementation with acetic acid treatment.
B7	0.0	704.6759999999991	0.0	Media control
B8	0.25402418951457023	38392.58731714227	1.8416782677263854	High glutamine supplementation without acetic acid treatment.
B9	0.2544453282130289	42927.64336807607	1.928619469603401	Low glutamine supplementation without acetic acid treatment.
B10	0.6360068248799042	5923.888184336559	0.15279174434242757	Low glutamine supplementation with acetic acid treatment.
B11	0.17558713411856852	17691.683274206778	0.8767591656759809	No glutamine supplementation with acetic acid treatment.
C1	0.25711447865324294	42087.675042847295	1.9345871658875717	Low glutamine supplementation without acetic acid treatment.
C2	0.19391943687678037	13414.80178134974	0.7161914715251751	Leucine supplementation without acetic acid treatment.
C3	0.23570184001193561	41723.23509256697	1.9093125923340062	Baseline condition with no supplementation or treatment.
C5	0.1876388087885034	22254.662817515415	1.120557362309225	No glutamine supplementation with acetic acid treatment.
C6	0.2246422048219135	8630.5059283892	0.5276484956275708	Low glutamine supplementation with acetic acid treatment.
C7	0.23805862358428334	49576.35531267445	2.223609064539796	High glutamine supplementation without acetic acid treatment.
C8	0.0	719.9999999999997	0.0	Media control
C9	0.20783433439942497	9084.621975526676	0.5204061103833916	Low glutamine supplementation with acetic acid treatment.
C10	0.2459163073386912	47040.979057260985	2.1407634671553253	High glutamine supplementation without acetic acid treatment.
C11	0.21069875880229172	10909.194306718071	0.6333017500167192	High glutamine supplementation with acetic acid treatment.
C12	0.13327674189791083	2115.1336286753963	0.08308258568004162	Leucine supplementation with acetic acid treatment.
D1	0.14399463228854759	3847.37566230733	0.15888459177297973	Leucine supplementation with acetic acid treatment.
D2	0.20369073281056427	11265.197682323791	0.6322026630787793	Low glutamine supplementation with acetic acid treatment.
D3	0.0	277.4123019620251	0.0	Media control
D5	0.25546203638682907	44156.56273338352	2.055863066315619	Baseline condition with no supplementation or treatment.
D6	0.17680062661181706	23811.04131101097	1.1863685601956226	Leucine supplementation without acetic acid treatment.
D7	0.249040789255107	55044.92371817862	2.2622857086801265	Low glutamine supplementation without acetic acid treatment.
D8	0.2024161161039442	6568.90071701308	0.3684529819375518	High glutamine supplementation with acetic acid treatment.
D9	0.24506114420990963	44100.185483578454	2.020615226431802	High glutamine supplementation without acetic acid treatment.
