	plateID	well	CONCuM	Summary
0	plate_1	A01	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
1	plate_1	A02	Media control	
2	plate_1	A03	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
3	plate_1	A04	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
4	plate_1	A05	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
5	plate_1	A06	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
6	plate_1	A07	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
7	plate_1	A08	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
8	plate_1	A09	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
9	plate_1	A10	Media control	
10	plate_1	A11	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
11	plate_1	A12	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
12	plate_1	B01	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
13	plate_1	B02	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
14	plate_1	B03	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
15	plate_1	B04	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
16	plate_1	B05	Media control	
17	plate_1	B06	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
18	plate_1	B07	Media control	
19	plate_1	B08	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
20	plate_1	B09	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
21	plate_1	B10	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
22	plate_1	B11	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
23	plate_1	B12	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
24	plate_1	C01	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
25	plate_1	C02	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
26	plate_1	C03	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
27	plate_1	C04	Media control	
28	plate_1	C05	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
29	plate_1	C06	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
30	plate_1	C07	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
31	plate_1	C08	Media control	
32	plate_1	C09	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
33	plate_1	C10	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
34	plate_1	C11	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
35	plate_1	C12	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
36	plate_1	D01	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
37	plate_1	D02	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
38	plate_1	D03	Media control	
39	plate_1	D04	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
40	plate_1	D05	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
41	plate_1	D06	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
42	plate_1	D07	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
43	plate_1	D08	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
44	plate_1	D09	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
45	plate_1	D10	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
46	plate_1	D11	Media control	
47	plate_1	D12	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
48	plate_1	E01	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
49	plate_1	E02	Media control	
50	plate_1	E03	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
51	plate_1	E04	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
52	plate_1	E05	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
53	plate_1	E06	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
54	plate_1	E07	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
55	plate_1	E08	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
56	plate_1	E09	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
57	plate_1	E10	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
58	plate_1	E11	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
59	plate_1	E12	Media control	
60	plate_1	F01	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
61	plate_1	F02	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
62	plate_1	F03	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
63	plate_1	F04	Media control	
64	plate_1	F05	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
65	plate_1	F06	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
66	plate_1	F07	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
67	plate_1	F08	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
68	plate_1	F09	Media control	
69	plate_1	F10	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
70	plate_1	F11	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
71	plate_1	F12	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
72	plate_1	G01	Media control	
73	plate_1	G02	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
74	plate_1	G03	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
75	plate_1	G04	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
76	plate_1	G05	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
77	plate_1	G06	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
78	plate_1	G07	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
79	plate_1	G08	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
80	plate_1	G09	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
81	plate_1	G10	Media control	
82	plate_1	G11	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
83	plate_1	G12	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
84	plate_1	H01	None: 0 mM & Acetic acid: 0 mM	Baseline growth without lysine supplementation or acetic acid treatment.
85	plate_1	H02	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
86	plate_1	H03	Lysine: 5 mM & Acetic acid: 20 mM	Growth with high lysine supplementation and acetic acid treatment.
87	plate_1	H04	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
88	plate_1	H05	Lysine: 0.5 mM & Acetic acid: 20 mM	Growth with low lysine supplementation and acetic acid treatment.
89	plate_1	H06	Media control	
90	plate_1	H07	Threonine: 5 mM & Acetic acid: 20 mM	Growth with threonine supplementation and acetic acid treatment.
91	plate_1	H08	Threonine: 5 mM & Acetic acid: 0 mM	Growth with threonine supplementation, no acetic acid treatment.
92	plate_1	H09	None: 0 mM & Acetic acid: 20 mM	Growth with acetic acid treatment, no lysine supplementation.
93	plate_1	H10	Lysine: 0.5 mM & Acetic acid: 0 mM	Growth with low lysine supplementation, no acetic acid treatment.
94	plate_1	H11	Media control	
95	plate_1	H12	Lysine: 5 mM & Acetic acid: 0 mM	Growth with high lysine supplementation, no acetic acid treatment.
