	mu	AUC	FinalOD	Summary
A1	0.09950565432842776	11716.731720224114	0.30725194985669246	Growth with formic acid treatment without aminoadipate supplementation.
A2	0.0	994.3901944799393	0.0	Media control
A3	0.14883165522512937	43910.80634605077	1.7263700264265491	Growth with low aminoadipate supplementation without formic acid treatment.
A4	0.14282454675543851	12224.162511409557	0.4288618819577861	Growth with high aminoadipate supplementation without formic acid treatment.
A5	0.23441822078243196	62857.767756467794	2.2194015387741493	Growth with proline supplementation without formic acid treatment.
A6	0.29669218437397804	1768.8408186459728	0.042907912529537726	Growth with high aminoadipate supplementation and formic acid treatment.
A7	0.24765395691037584	61413.308146747084	2.165885524396338	Growth with proline supplementation without formic acid treatment.
A8	0.23376901323009472	55938.33309200102	2.017958248550244	Baseline growth without any supplementation or treatment.
A9	0.24097053623708517	53676.13872587545	2.0277943367366236	Growth with proline supplementation without formic acid treatment.
A10	0.0	1273.0798965780184	0.0	Media control
A11	0.12370786200739345	4174.988071105091	0.14781251701194642	Growth with proline supplementation and formic acid treatment.
A12	0.08511835582374896	4964.522714919124	0.14505251192406213	Growth with low aminoadipate supplementation and formic acid treatment.
B1	0.12426987399120334	16100.993312232236	0.5813713745439935	Growth with high aminoadipate supplementation without formic acid treatment.
B2	0.38978852297974426	1876.6493099488096	0.03265025688514388	Growth with high aminoadipate supplementation and formic acid treatment.
B3	0.15297495488284557	16286.293414424666	0.7271082738386672	Growth with formic acid treatment without aminoadipate supplementation.
B4	0.2418525446280006	57983.42226457844	2.036665568569472	Growth with proline supplementation without formic acid treatment.
B5	0.0	695.8739999999992	0.0	Media control
B6	0.13393541979369714	16826.75658456013	0.6772875188294518	Growth with proline supplementation and formic acid treatment.
B7	0.0	422.09858047156257	0.0	Media control
B8	0.12583876395777854	14040.56430403923	0.530242645937268	Growth with high aminoadipate supplementation without formic acid treatment.
B9	0.14390198915030944	45021.89921330719	1.7316525273948016	Growth with low aminoadipate supplementation without formic acid treatment.
B10	0.10839149982503263	6414.433620621183	0.21605199546046117	Growth with low aminoadipate supplementation and formic acid treatment.
B11	0.1541165315699082	11157.416933410766	0.49043244988615453	Growth with formic acid treatment without aminoadipate supplementation.
B12	0.23768825541190858	56331.33806968725	2.0592587031726244	Baseline growth without any supplementation or treatment.
C1	0.1451513338839275	48524.899354846464	1.8137449060897768	Growth with low aminoadipate supplementation without formic acid treatment.
C2	0.23725844636329962	63939.79112763308	2.1064031664200438	Growth with proline supplementation without formic acid treatment.
C4	0.0	679.6417626305257	0.0	Media control
C5	0.1449877898200956	4442.364454477458	0.17336387582767998	Growth with formic acid treatment without aminoadipate supplementation.
C6	0.08904811401510931	8945.369700964578	0.2809231545590799	Growth with low aminoadipate supplementation and formic acid treatment.
C8	0.0	719.9999999999997	0.0	Media control
C9	0.09852892629232755	6559.295574859963	0.19658385520319077	Growth with low aminoadipate supplementation and formic acid treatment.
C10	0.11935592910181342	14303.97084517894	0.4851664995255594	Growth with high aminoadipate supplementation without formic acid treatment.
C11	0.1317578922887288	3991.6459426981964	0.09168585180538301	Growth with high aminoadipate supplementation and formic acid treatment.
C12	0.17685160668292055	19404.356376940486	0.9773387598385732	Growth with proline supplementation and formic acid treatment.
D1	0.13499758191876327	17304.706163647705	0.700238890096645	Growth with proline supplementation and formic acid treatment.
D2	0.07782782209882141	4290.908658486171	0.11625981891085066	Growth with low aminoadipate supplementation and formic acid treatment.
D3	0.0	719.9999999999994	0.0	Media control
D4	0.23647067927747747	61149.4348359482	2.1958141488449736	Baseline growth without any supplementation or treatment.
D5	0.2340529546806928	61098.41400432541	2.1129795850229565	Baseline growth without any supplementation or treatment.
D6	0.24099563853164538	57916.61034964262	2.126877227396977	Growth with proline supplementation without formic acid treatment.
D7	0.1363136906694777	39339.258627593306	1.6003584765446401	Growth with low aminoadipate supplementation without formic acid treatment.
D8	0.05535726218762075	1273.1889737436213	0.03288590044722642	Growth with high aminoadipate supplementation and formic acid treatment.
D10	0.15454171406434733	10331.187176520993	0.45070504229747554	Growth with formic acid treatment without aminoadipate supplementation.
D11	0.0	694.2258384401629	0.0	Media control
D12	0.29489911935606256	2589.3946863117376	0.05800053579308129	Growth with high aminoadipate supplementation and formic acid treatment.
