	plateID	well	CONCuM	Summary
0	plate_1	A01	L-glutamate: 50 mM & zinc dichloride: 0 mM	Growth with high glutamate supplementation, no zinc dichloride.
1	plate_1	A02	L-glutamate: 50 mM & zinc dichloride: 0.5 mM	Growth with high glutamate supplementation and moderate zinc dichloride treatment.
2	plate_1	A03	L-glutamate: 0 mM & zinc dichloride: 0.5 mM	Growth with moderate zinc dichloride treatment, no glutamate.
3	plate_1	A04	L-glutamate: 10 mM & zinc dichloride: 0.5 mM	Growth with low glutamate supplementation and moderate zinc dichloride treatment.
4	plate_1	A05	Media control	
5	plate_1	A06	L-glutamate: 10 mM & zinc dichloride: 0 mM	Growth with low glutamate supplementation, no zinc dichloride.
6	plate_1	A07	L-glutamate: 50 mM & zinc dichloride: 1.0 mM	Growth with high glutamate supplementation and high zinc dichloride treatment.
7	plate_1	A08	L-glutamate: 10 mM & zinc dichloride: 1.0 mM	Growth with low glutamate supplementation and high zinc dichloride treatment.
8	plate_1	A09	Media control	
9	plate_1	A10	L-glutamate: 50 mM & zinc dichloride: 0.5 mM	Growth with high glutamate supplementation and moderate zinc dichloride treatment.
10	plate_1	A11	L-glutamate: 0 mM & zinc dichloride: 1.0 mM	Growth with high zinc dichloride treatment, no glutamate.
11	plate_1	A12	L-glutamate: 0 mM & zinc dichloride: 0 mM	Baseline growth without any supplementation or treatment.
12	plate_1	B01	L-glutamate: 10 mM & zinc dichloride: 1.0 mM	Growth with low glutamate supplementation and high zinc dichloride treatment.
13	plate_1	B02	L-glutamate: 50 mM & zinc dichloride: 0 mM	Growth with high glutamate supplementation, no zinc dichloride.
14	plate_1	B03	Media control	
15	plate_1	B04	L-glutamate: 0 mM & zinc dichloride: 0 mM	Baseline growth without any supplementation or treatment.
16	plate_1	B05	L-glutamate: 50 mM & zinc dichloride: 1.0 mM	Growth with high glutamate supplementation and high zinc dichloride treatment.
17	plate_1	B06	L-glutamate: 50 mM & zinc dichloride: 1.0 mM	Growth with high glutamate supplementation and high zinc dichloride treatment.
18	plate_1	B07	L-glutamate: 10 mM & zinc dichloride: 0.5 mM	Growth with low glutamate supplementation and moderate zinc dichloride treatment.
19	plate_1	B08	L-glutamate: 10 mM & zinc dichloride: 0.5 mM	Growth with low glutamate supplementation and moderate zinc dichloride treatment.
20	plate_1	B09	L-glutamate: 0 mM & zinc dichloride: 0.5 mM	Growth with moderate zinc dichloride treatment, no glutamate.
21	plate_1	B10	L-glutamate: 10 mM & zinc dichloride: 0 mM	Growth with low glutamate supplementation, no zinc dichloride.
22	plate_1	B11	L-glutamate: 50 mM & zinc dichloride: 0.5 mM	Growth with high glutamate supplementation and moderate zinc dichloride treatment.
