	plateID	well	CONCuM	Summary
0	plate_1	A01	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride treatment.
1	plate_1	A02	Histidine: 1 mM & Zinc dichloride: 0.5 mM	Normal histidine supplementation with zinc dichloride treatment.
2	plate_1	A03	Histidine: 1 mM & Zinc dichloride: 0 mM	Normal histidine supplementation without zinc dichloride treatment.
3	plate_1	A04	Serine: 5 mM & Zinc dichloride: 0.5 mM	Negative control with serine supplementation and zinc dichloride treatment.
4	plate_1	A05	Media control	
5	plate_1	A06	Serine: 5 mM & Zinc dichloride: 0 mM	Negative control with serine supplementation, no zinc dichloride treatment.
6	plate_1	A07	Histidine: 10 mM & Zinc dichloride: 0.5 mM	High histidine supplementation with zinc dichloride treatment.
7	plate_1	A08	Histidine: 0.1 mM & Zinc dichloride: 0.5 mM	Low histidine supplementation with zinc dichloride treatment.
8	plate_1	A09	Media control	
9	plate_1	A10	Histidine: 1 mM & Zinc dichloride: 0.5 mM	Normal histidine supplementation with zinc dichloride treatment.
10	plate_1	A11	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride treatment.
11	plate_1	A12	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with minimal media, no supplementation or treatment.
12	plate_1	B01	Histidine: 0.1 mM & Zinc dichloride: 0.5 mM	Low histidine supplementation with zinc dichloride treatment.
13	plate_1	B02	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride treatment.
14	plate_1	B03	Media control	
15	plate_1	B04	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with minimal media, no supplementation or treatment.
16	plate_1	B05	Histidine: 10 mM & Zinc dichloride: 0.5 mM	High histidine supplementation with zinc dichloride treatment.
17	plate_1	B06	Histidine: 10 mM & Zinc dichloride: 0.5 mM	High histidine supplementation with zinc dichloride treatment.
18	plate_1	B07	Serine: 5 mM & Zinc dichloride: 0.5 mM	Negative control with serine supplementation and zinc dichloride treatment.
19	plate_1	B08	Serine: 5 mM & Zinc dichloride: 0.5 mM	Negative control with serine supplementation and zinc dichloride treatment.
20	plate_1	B09	Histidine: 1 mM & Zinc dichloride: 0 mM	Normal histidine supplementation without zinc dichloride treatment.
21	plate_1	B10	Serine: 5 mM & Zinc dichloride: 0 mM	Negative control with serine supplementation, no zinc dichloride treatment.
22	plate_1	B11	Histidine: 1 mM & Zinc dichloride: 0.5 mM	Normal histidine supplementation with zinc dichloride treatment.
23	plate_1	B12	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride treatment.
24	plate_1	C01	Histidine: 10 mM & Zinc dichloride: 0.5 mM	High histidine supplementation with zinc dichloride treatment.
25	plate_1	C02	Media control	
26	plate_1	C03	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with minimal media, no supplementation or treatment.
27	plate_1	C04	Histidine: 1 mM & Zinc dichloride: 0 mM	Normal histidine supplementation without zinc dichloride treatment.
28	plate_1	C05	Histidine: 1 mM & Zinc dichloride: 0.5 mM	Normal histidine supplementation with zinc dichloride treatment.
29	plate_1	C06	Serine: 5 mM & Zinc dichloride: 0.5 mM	Negative control with serine supplementation and zinc dichloride treatment.
30	plate_1	C07	Histidine: 0.1 mM & Zinc dichloride: 0.5 mM	Low histidine supplementation with zinc dichloride treatment.
31	plate_1	C08	Media control	
32	plate_1	C09	Serine: 5 mM & Zinc dichloride: 0 mM	Negative control with serine supplementation, no zinc dichloride treatment.
33	plate_1	C10	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride treatment.
34	plate_1	C11	Histidine: 1 mM & Zinc dichloride: 0 mM	Normal histidine supplementation without zinc dichloride treatment.
35	plate_1	C12	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride treatment.
