	plateID	well	CONCuM	Summary
0	plate_1	A01	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
1	plate_1	A02	Media control	
2	plate_1	A03	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
3	plate_1	A04	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
4	plate_1	A05	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
5	plate_1	A06	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
6	plate_1	A07	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
7	plate_1	A08	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
8	plate_1	A09	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
9	plate_1	A10	Media control	
10	plate_1	A11	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
11	plate_1	A12	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
12	plate_1	B01	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
13	plate_1	B02	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
14	plate_1	B03	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
15	plate_1	B04	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
16	plate_1	B05	Media control	
17	plate_1	B06	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
18	plate_1	B07	Media control	
19	plate_1	B08	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
20	plate_1	B09	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
21	plate_1	B10	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
22	plate_1	B11	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
23	plate_1	B12	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
24	plate_1	C01	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
25	plate_1	C02	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
26	plate_1	C03	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
27	plate_1	C04	Media control	
28	plate_1	C05	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
29	plate_1	C06	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
30	plate_1	C07	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
31	plate_1	C08	Media control	
32	plate_1	C09	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
33	plate_1	C10	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
34	plate_1	C11	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
35	plate_1	C12	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
36	plate_1	D01	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
37	plate_1	D02	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
38	plate_1	D03	Media control	
39	plate_1	D04	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
40	plate_1	D05	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
41	plate_1	D06	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
42	plate_1	D07	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
43	plate_1	D08	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
44	plate_1	D09	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
45	plate_1	D10	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
46	plate_1	D11	Media control	
47	plate_1	D12	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
48	plate_1	E01	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
49	plate_1	E02	Media control	
50	plate_1	E03	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
51	plate_1	E04	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
52	plate_1	E05	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
53	plate_1	E06	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
54	plate_1	E07	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
55	plate_1	E08	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
56	plate_1	E09	histidine: 1 mM & zinc dichloride: 0.5 mM	High histidine supplementation, with zinc dichloride treatment.
57	plate_1	E10	serine: 1 mM & zinc dichloride: 0 mM	Serine control, no zinc dichloride treatment.
58	plate_1	E11	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
59	plate_1	E12	Media control	
60	plate_1	F01	histidine: 1 mM & zinc dichloride: 0 mM	High histidine supplementation, no zinc dichloride treatment.
61	plate_1	F02	histidine: 0.1 mM & zinc dichloride: 0 mM	Low histidine supplementation, no zinc dichloride treatment.
62	plate_1	F03	serine: 1 mM & zinc dichloride: 0.5 mM	Serine control, with zinc dichloride treatment.
63	plate_1	F04	Media control	
64	plate_1	F05	None: 0 mM & zinc dichloride: 0.5 mM	No histidine supplementation, with zinc dichloride treatment.
65	plate_1	F06	histidine: 0.1 mM & zinc dichloride: 0.5 mM	Low histidine supplementation, with zinc dichloride treatment.
66	plate_1	F07	None: 0 mM & zinc dichloride: 0 mM	No histidine supplementation, no zinc dichloride treatment.
