	plateID	well	CONCuM	Summary
0	plate_1	A01	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
1	plate_1	A02	Media control	
2	plate_1	A03	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride.
3	plate_1	A04	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
4	plate_1	A05	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
5	plate_1	A06	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
6	plate_1	A07	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
7	plate_1	A08	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
8	plate_1	A09	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
9	plate_1	A10	Media control	
10	plate_1	A11	Arginine: 10 mM & Zinc dichloride: 1 mM	Negative control with arginine supplementation with zinc dichloride.
11	plate_1	A12	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
12	plate_1	B01	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
13	plate_1	B02	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
14	plate_1	B03	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
15	plate_1	B04	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
16	plate_1	B05	Media control	
17	plate_1	B06	Arginine: 10 mM & Zinc dichloride: 1 mM	Negative control with arginine supplementation with zinc dichloride.
18	plate_1	B07	Media control	
19	plate_1	B08	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
20	plate_1	B09	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride.
21	plate_1	B10	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
22	plate_1	B11	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
23	plate_1	B12	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
24	plate_1	C01	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride.
25	plate_1	C02	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
26	plate_1	C03	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
27	plate_1	C04	Media control	
28	plate_1	C05	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
29	plate_1	C06	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
30	plate_1	C07	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
31	plate_1	C08	Media control	
32	plate_1	C09	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
33	plate_1	C10	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
34	plate_1	C11	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
35	plate_1	C12	Arginine: 10 mM & Zinc dichloride: 1 mM	Negative control with arginine supplementation with zinc dichloride.
36	plate_1	D01	Arginine: 10 mM & Zinc dichloride: 1 mM	Negative control with arginine supplementation with zinc dichloride.
37	plate_1	D02	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
38	plate_1	D03	Media control	
39	plate_1	D04	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
40	plate_1	D05	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
41	plate_1	D06	Arginine: 10 mM & Zinc dichloride: 0 mM	Negative control with arginine supplementation without zinc dichloride.
42	plate_1	D07	Histidine: 0.1 mM & Zinc dichloride: 0 mM	Low histidine supplementation without zinc dichloride.
43	plate_1	D08	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
44	plate_1	D09	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
45	plate_1	D10	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
46	plate_1	D11	Media control	
47	plate_1	D12	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
48	plate_1	E01	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
49	plate_1	E02	Media control	
50	plate_1	E03	Histidine: 10 mM & Zinc dichloride: 0 mM	High histidine supplementation without zinc dichloride.
51	plate_1	E04	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
52	plate_1	E05	Arginine: 10 mM & Zinc dichloride: 1 mM	Negative control with arginine supplementation with zinc dichloride.
53	plate_1	E06	None: 0 mM & Zinc dichloride: 0 mM	Baseline control with no histidine or zinc dichloride supplementation.
54	plate_1	E07	Histidine: 0.1 mM & Zinc dichloride: 1 mM	Low histidine supplementation with zinc dichloride treatment.
55	plate_1	E08	None: 0 mM & Zinc dichloride: 1 mM	Zinc dichloride treatment without histidine supplementation.
56	plate_1	E09	Histidine: 10 mM & Zinc dichloride: 1 mM	High histidine supplementation with zinc dichloride treatment.
