	plateID	well	CONCuM	Summary
0	plate_1	A01	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
1	plate_1	A02	Media control	
2	plate_1	A03	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
3	plate_1	A04	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
4	plate_1	A05	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
5	plate_1	A06	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
6	plate_1	A07	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
7	plate_1	A08	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
8	plate_1	A09	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
9	plate_1	A10	Media control	
10	plate_1	A11	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
11	plate_1	A12	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
12	plate_1	B01	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
13	plate_1	B02	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
14	plate_1	B03	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
15	plate_1	B04	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
16	plate_1	B05	Media control	
17	plate_1	B06	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
18	plate_1	B07	Media control	
19	plate_1	B08	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
20	plate_1	B09	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
21	plate_1	B10	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
22	plate_1	B11	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
23	plate_1	B12	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
24	plate_1	C01	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
25	plate_1	C02	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
26	plate_1	C03	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
27	plate_1	C04	Media control	
28	plate_1	C05	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
29	plate_1	C06	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
30	plate_1	C07	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
31	plate_1	C08	Media control	
32	plate_1	C09	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
33	plate_1	C10	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
34	plate_1	C11	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
35	plate_1	C12	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
36	plate_1	D01	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
37	plate_1	D02	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
38	plate_1	D03	Media control	
39	plate_1	D04	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
40	plate_1	D05	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
41	plate_1	D06	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
42	plate_1	D07	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
43	plate_1	D08	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
44	plate_1	D09	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
45	plate_1	D10	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
46	plate_1	D11	Media control	
47	plate_1	D12	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
48	plate_1	E01	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
49	plate_1	E02	Media control	
50	plate_1	E03	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
51	plate_1	E04	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
52	plate_1	E05	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
53	plate_1	E06	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
54	plate_1	E07	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
55	plate_1	E08	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
56	plate_1	E09	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
57	plate_1	E10	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
58	plate_1	E11	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
59	plate_1	E12	Media control	
60	plate_1	F01	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
